abundance,pct,reads,sample,Donor,week,tax_name
0,3.82E-06,19,MH_wk1.fa,Donor 2,week 1,Caulobacter vibrioides
0,3.82E-06,19,MH_wk1.fa,Donor 2,week 1,Herbaspirillum hiltneri
0,3.82E-06,19,MH_wk1.fa,Donor 2,week 1,Verminephrobacter eiseniae
0,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Haemophilus influenzae
1.32E-05,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Aggregatibacter aphrophilus
0,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Pimelobacter simplex
2.24E-05,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Achromobacter denitrificans
0,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Paraburkholderia xenovorans
0,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Flavobacterium psychrophilum
0,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Actinoplanes sp. SE50/110
0,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Pseudomonas protegens
0,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium icense
0,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. DR 5-09
9.07E-05,3.62E-06,18,MH_wk1.fa,Donor 2,week 1,Methylophilus sp. TWE2
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Flavobacterium johnsoniae
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Amycolatopsis methanolica
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Streptomyces lydicus
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Xanthomonas sacchari
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Bordetella hinzii
6.75E-16,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Staphylococcus equorum
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium sp. S23321
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Burkholderia lata
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Sphingobium sp. SYK-6
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Sandaracinus amylolyticus
6.13E-106,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Microbacterium sp. No. 7
3.20E-05,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Sphingobium sp. RAC03
0,3.42E-06,17,MH_wk1.fa,Donor 2,week 1,Mycobacterium sp. djl-10
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Mycobacterium avium
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Thermomonospora curvata
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Clavibacter michiganensis
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Corynebacterium jeikeium
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Pseudomonas denitrificans
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Kutzneria albida
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Pseudomonas fulva
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Delftia acidovorans
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Collimonas fungivorans
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Burkholderia sp. HB1
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Microbacterium sp. CGR1
0,3.22E-06,16,MH_wk1.fa,Donor 2,week 1,Devosia sp. A16
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Neisseria meningitidis
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Streptomyces albus
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Aeromicrobium erythreum
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Amycolatopsis orientalis
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Rhodococcus opacus
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Sinomonas atrocyanea
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. VLB120
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Pandoraea norimbergensis
1.65E-20,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Pandoraea pnomenusa
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Corynebacterium atypicum
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Streptomyces sp. CNQ-509
2.31E-05,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Thermus parvatiensis
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Burkholderia sp. CCGE1002
7.05E-06,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Delftia sp. Cs1-4
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. MRSN12121
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. CCOS 191
0,3.02E-06,15,MH_wk1.fa,Donor 2,week 1,Arthrobacter sp. LS16
1.66E-05,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Xanthobacter autotrophicus
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Pseudomonas syringae
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Xanthomonas translucens
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Thiomonas intermedia
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Streptococcus sanguinis
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Bacillus thuringiensis
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Rhodospirillum centenum
0.000347675,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Autographa californica nucleopolyhedrovirus
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Flavobacterium branchiophilum
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Cupriavidus basilensis
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Methylobacterium aquaticum
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Candidatus Accumulibacter phosphatis
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Cupriavidus sp. USMAA2-4
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. UW4
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Croceicoccus naphthovorans
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Planctomyces sp. SH-PL62
0,2.82E-06,14,MH_wk1.fa,Donor 2,week 1,Arsenicicoccus sp. oral taxon 190
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Chromobacterium violaceum
1.78E-05,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Capnocytophaga ochracea
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Staphylococcus xylosus
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Lactobacillus plantarum
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Sphingopyxis terrae
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Actinosynnema mirum
3.26E-05,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Kocuria palustris
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Kocuria rhizophila
1.18E-05,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Castellaniella defragrans
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Cedecea neteri
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Conexibacter woesei
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Dechloromonas aromatica
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Burkholderia metallica
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Comamonadaceae bacterium B1
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Bosea vaviloviae
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Citromicrobium sp. JL477
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Rhodococcus sp. PBTS 1
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Rhodococcus sp. 008
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Bosea sp. RAC05
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Methyloversatilis sp. RAC08
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Stenotrophomonas sp. LM091
0,2.61E-06,13,MH_wk1.fa,Donor 2,week 1,Microbacterium sp. BH3-3-3
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Myxococcus xanthus
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Burkholderia glumae
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Desulfovibrio vulgaris
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Porphyrobacter neustonensis
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Kitasatospora setae
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Gardnerella vaginalis
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Streptomyces sampsonii
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Isoptericola variabilis
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Corynebacterium efficiens
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Delftia tsuruhatensis
1.36E-05,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Herminiimonas arsenicoxydans
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Collimonas arenae
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Frankia inefficax
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Pseudarthrobacter phenanthrenivorans
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Pseudoxanthomonas spadix
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Methylobacterium sp. 4-46
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Altererythrobacter namhicola
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Thauera humireducens
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Dermabacter vaginalis
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Janthinobacterium sp. 1_2014MBL_MicDiv
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. GR 6-02
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Streptomyces sp. 4F
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Serinicoccus sp. JLT9
0,2.41E-06,12,MH_wk1.fa,Donor 2,week 1,Frondihabitans sp. PAMC 28766
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Bordetella bronchiseptica
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Blastochloris viridis
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Kytococcus sedentarius
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Mycobacterium phlei
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Saccharopolyspora erythraea
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Gordonia bronchialis
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Amycolatopsis mediterranei
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Mycobacterium abscessus
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Novosphingobium aromaticivorans
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Burkholderia thailandensis
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Pseudomonas monteilii
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Paraburkholderia fungorum
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Methylotenera mobilis
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Isoptericola dokdonensis
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Sphingobium sp. MI1205
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Aromatoleum aromaticum
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Luteipulveratus mongoliensis
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Brevundimonas naejangsanensis
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Azoarcus sp. KH32C
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Verrucosispora maris
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Xanthomonas phage vB_XveM_DIBBI
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Azospirillum humicireducens
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Cupriavidus sp. USMAHM13
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Comamonadaceae bacterium A1
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Flavobacterium gilvum
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Brevundimonas sp. DS20
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Magnetospirillum sp. XM-1
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Arthrobacter sp. ERGS1:01
0,2.21E-06,11,MH_wk1.fa,Donor 2,week 1,Bosea sp. PAMC 26642
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Neorhizobium galegae
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Klebsiella oxytoca
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Bacteroides fragilis
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Streptococcus agalactiae
1.63E-84,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Acidipropionibacterium acidipropionici
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Mycobacterium kansasii
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Mycobacterium gilvum
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Nocardia nova
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Streptomyces pristinaespiralis
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Micromonospora aurantiaca
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Pseudomonas oryzihabitans
6.40E-06,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Burkholderia vietnamiensis
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Aminobacter aminovorans
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,gamma proteobacterium HdN1
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Magnetospirillum magneticum
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Burkholderia stabilis
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Methylobacterium nodulans
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Stenotrophomonas acidaminiphila
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Corynebacterium testudinoris
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Cellvibrio japonicus
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Elizabethkingia miricola
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Pseudonocardia dioxanivorans
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Lysobacter gummosus
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Niastella koreensis
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Janthinobacterium sp. Marseille
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Marinomonas sp. MWYL1
2.08E-17,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Microterricola viridarii
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Burkholderia sp. CCGE1003
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Novosphingobium sp. PP1Y
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Chromobacterium vaccinii
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Corynebacterium humireducens
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Altererythrobacter atlanticus
8.46E-06,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. JY-Q
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Sphingomonas panacis
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Confluentimicrobium sp. EMB200-NS6
1.01E-05,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Devosia sp. H5989
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Chelatococcus sp. CO-6
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Brevundimonas sp. GW460-12-10-14-LB2
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Sinorhizobium sp. RAC02
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Rhodobacter sp. LPB0142
0,2.01E-06,10,MH_wk1.fa,Donor 2,week 1,Jeongeupia sp. USM3
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Stigmatella aurantiaca
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Alcaligenes faecalis
4.68E-06,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Enterobacter cloacae
2.12E-16,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Serratia marcescens
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Vibrio vulnificus
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Nitrosomonas eutropha
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Rhodobacter sphaeroides
1.34E-05,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Streptococcus salivarius
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Bacillus mycoides
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Cellulomonas fimi
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Streptomyces coelicolor
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Streptomyces lincolnensis
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Microbacterium testaceum
2.04E-05,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Arcobacter butzleri
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Streptomyces cattleya
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Staphylococcus pasteuri
6.73E-17,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Pseudomonas corrugata
3.25E-05,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Phaeobacter gallaeciensis
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Acinetobacter sp. ADP1
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Streptomyces pactum
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Caulobacter henricii
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Bordetella petrii
8.58E-20,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium sp. ORS 278
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Mycobacterium goodii
9.64E-05,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Filifactor alocis
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Corynebacterium halotolerans
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Cupriavidus pinatubonensis
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Pseudomonas syringae group genomosp. 3
9.98E-06,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Sphingopyxis sp. 113P3
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Frankia sp. EAN1pec
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Burkholderia oklahomensis
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Altererythrobacter epoxidivorans
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Pseudonocardia sp. AL041005-10
1.63E-05,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Adlercreutzia equolifaciens
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Bordetella bronchialis
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Sphingobium sp. YBL2
1.09E-14,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Mesorhizobium opportunistum
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Cryobacterium arcticum
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Candidatus Puniceispirillum marinum
6.33E-06,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Shinella sp. HZN7
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. FGI182
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. URMO17WK12:I11
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Methylobacterium sp. C1
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Corynebacterium sp. ATCC 6931
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Acinetobacter sp. NCu2D-2
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Corynebacterium sp. JZ16
0,1.81E-06,9,MH_wk1.fa,Donor 2,week 1,Mycobacterium sp. YC-RL4
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Myxococcus fulvus
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Archangium gephyra
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Thermus thermophilus
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pseudomonas fragi
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Xanthomonas oryzae
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Sinorhizobium fredii
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Sinorhizobium meliloti
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Rhizobium leguminosarum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Rhizobium phaseoli
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pectobacterium carotovorum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Aeromonas salmonicida
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Bacteroides thetaiotaomicron
5.41E-05,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Bacteroides vulgatus
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pedobacter heparinus
0.000105805,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Aerococcus viridans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Bacillus cellulosilyticus
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Clostridium pasteurianum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Clostridium beijerinckii
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Lactobacillus casei
4.41E-05,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Lactobacillus fermentum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Propionibacterium freudenreichii
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Mycobacterium smegmatis
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Mycobacterium chubuense
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Streptosporangium roseum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Nocardiopsis dassonvillei
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Thermobifida fusca
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Methanosarcina mazei
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Bifidobacterium animalis
1.34E-05,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Staphylococcus lugdunensis
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Geobacillus thermodenitrificans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Rhodovulum sulfidophilum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Thiobacillus denitrificans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Marichromatium purpuratum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Streptomyces collinus
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Rhodococcus equi
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Bradyrhizobium oligotrophicum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Paenibacillus mucilaginosus
2.06E-14,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pseudomonas plecoglossicida
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Maricaulis maris
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pseudomonas balearica
1.99E-05,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pseudomonas mandelii
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Haliangium ochraceum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Gordonia polyisoprenivorans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Ensifer adhaerens
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pseudarthrobacter sulfonivorans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Geobacillus subterraneus
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Kineococcus radiotolerans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Desulfovibrio magneticus
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Paraburkholderia phytofirmans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pseudomonas entomophila
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Polaribacter sp. MED152
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Dokdonella koreensis
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Niabella soli
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Kocuria flava
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Streptomyces sp. Mg1
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pandoraea vervacti
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pandoraea faecigallinarum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Sulfuritalea hydrogenivorans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Paraburkholderia sprentiae
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Polymorphum gilvum
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Gordonia sp. QH-11
0.00427265,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Staphylococcus phage Ipla5
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Burkholderia pseudomultivorans
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Streptomyces sp. PAMC 26508
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. St29
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Paenibacillus sp. FSL H7-0357
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Lentzea sp. DHS C013
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Verrucomicrobia bacterium IMCC26134
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Ottowia sp. oral taxon 894
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Streptomyces sp. CdTB01
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Burkholderia sp. OLGA172
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Blastomonas sp. RAC04
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Arthrobacter sp. U41
0,1.61E-06,8,MH_wk1.fa,Donor 2,week 1,Pseudomonas sp. TCU-HL1
0,1.41E-06,7,MH_wk1.fa,Donor 2,week 1,Serratia liquefaciens
