abundance,pct,reads,sample,sample,tax_name,tool
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma penetrans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,[Clostridium] propionicum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Salmonella enterica,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma bovis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermoanaerobacterium xylanolyticum,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Cellulosilyticum lentocellum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pectobacterium atrosepticum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Vibrio tubiashii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Turneriella parva,centrifuge
0,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Taylorella equigenitalis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfurella acetivorans,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Bartonella grahamii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bartonella vinsonii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Geobacillus thermodenitrificans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acetobacterium woodii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Melissococcus plutonius,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Liberibacter africanus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Riemerella anatipestifer,centrifuge
0,4.81E-06,7,S. saprophyticus - S. pyogenes,90.0/10.0,Streptobacillus moniliformis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Cryptophlebia leucotreta granulovirus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Geobacter sulfurreducens,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acholeplasma oculi,centrifuge
0,4.12E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium saccharoperbutylacetonicum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Phytoplasma mali,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Enterococcus casseliflavus,centrifuge
0,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Methanococcus maripaludis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acinetobacter johnsonii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Aliivibrio salmonicida,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Leptotrichia buccalis,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Halobacteroides halobius,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pseudoalteromonas luteoviolacea,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Metallosphaera sedula,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfovibrio fairfieldensis,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus cristatus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermoanaerobacter wiegelii,centrifuge
0,3.37E-05,49,S. saprophyticus - S. pyogenes,90.0/10.0,Spiroplasma kunkelii,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Pseudomonas azotoformans,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Acinetobacter pittii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mycoplasma crocodyli,centrifuge
0,4.12E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,Wigglesworthia glossinidia,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pediococcus damnosus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Aerococcus urinaeequi,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Meiothermus silvanus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus gallinarum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Brachyspira pilosicoli,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methanolacinia petrolearia,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Flavobacterium branchiophilum,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Colwellia sp. MT41,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfotomaculum kuznetsovii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Dehalococcoides mccartyi,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acholeplasma brassicae,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acinetobacter sp. ADP1,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Cyanothece sp. PCC 7424,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Sulfurospirillum multivorans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Selenomonas sputigena,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Shewanella pealeana,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pseudomonas balearica,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mannheimia haemolytica,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Prevotella enoeca,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Myroides odoratimimus,centrifuge
0,1.72E-05,25,S. saprophyticus - S. pyogenes,90.0/10.0,Solibacillus silvestris,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus clausii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus pseudofirmus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Herbaspirillum rubrisubalbicans,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Aminobacterium colombiense,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pseudanabaena sp. PCC 7367,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Myxococcus stipitatus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Parachlamydia acanthamoebae,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Eggerthella lenta,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermacetogenium phaeum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Syntrophothermus lipocalidus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus weihenstephanensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Treponema primitia,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Halobacteriovorax marinus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus mucosae,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus sp. OxB-1,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methanomethylovorans hollandica,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus infantarius,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Sulfolobus tokodaii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methylobacterium nodulans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Oscillatoria acuminata,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Filifactor alocis,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Carnobacterium inhibens,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus lutetiensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Burkholderia ambifaria,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methanothermococcus okinawensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Wolbachia endosymbiont of Drosophila melanogaster,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Pseudoalteromonas translucida,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Tistrella mobilis,centrifuge
0,2.34E-05,34,S. saprophyticus - S. pyogenes,90.0/10.0,Temperate phage phiNIH1.1,centrifuge
0,4.81E-06,7,S. saprophyticus - S. pyogenes,90.0/10.0,Oceanobacillus iheyensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermodesulfobium narugense,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Butyrivibrio hungatei,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Paludibacter propionicigenes,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pediococcus claussenii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pedobacter cryoconitis,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Vibrio coralliilyticus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Planococcus maritimus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Deferribacter desulfuricans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pseudomonas trivialis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Alkaliphilus metalliredigens,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Erwinia sp. Ejp617,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium carboxidivorans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacteroides cellulosilyticus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Phaeocystis globosa virus,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Paraburkholderia phenoliruptrix,centrifuge
0,3.44E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,Fictibacillus arsenicus,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Kangiella koreensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus muralis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Rhodopirellula baltica,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Nitratifractor salsuginis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methylomicrobium alcaliphilum,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Shewanella halifaxensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,[Clostridium] clariflavum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Photorhabdus asymbiotica,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermosediminibacter oceani,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methanobrevibacter olleyae,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Liberibacter americanus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Polaribacter sp. MED152,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Psychromonas sp. CNPT3,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Solibacter usitatus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Chlorobium chlorochromatii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Oscillibacter valericigenes,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Xenorhabdus hominickii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Psychromonas ingrahamii,centrifuge
0,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Exiguobacterium sp. AT1b,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Rivularia sp. PCC 7116,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus backii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Natranaerobius thermophilus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermobacillus composti,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Hydrogenobaculum sp. Y04AAS1,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pontibacter akesuensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Protochlamydia naegleriophila,centrifuge
0,2.41E-05,35,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium taeniosporum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Cyanothece sp. PCC 7425,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Alicyclobacillus acidocaldarius,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Gramella forsetii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Pedobacter steynii,centrifuge
0,3.44E-06,5,S. saprophyticus - S. pyogenes,90.0/10.0,Pelosinus sp. UFO1,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Serratia sp. SCBI,centrifuge
0,4.81E-06,7,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus velezensis,centrifuge
0,4.12E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,Cyanothece sp. PCC 7822,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Tepidanaerobacter acetatoxydans,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Dictyoglomus turgidum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thermoanaerobacter sp. X513,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Polynucleobacter asymbioticus,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus cytotoxicus,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Terribacillus aidingensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,TYLCAxV-Sic1-[IT:Sic2/2:04],centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Arthrobacter alpinus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Francisella noatunensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Tenacibaculum dicentrarchi,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Cafeteria roenbergensis virus BV-PW1,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Enterobacteriaceae bacterium strain FGI 57,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus sp. oral taxon 431,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Winogradskyella sp. PG-2,centrifuge
0,4.12E-06,6,S. saprophyticus - S. pyogenes,90.0/10.0,Weissella ceti,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,alpha proteobacterium HIMB5,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methanobacterium paludis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mageeibacillus indolicus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Desulfosporosinus acidiphilus,centrifuge
0,8.25E-06,12,S. saprophyticus - S. pyogenes,90.0/10.0,Marinomonas posidonica,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Fimbriimonas ginsengisoli,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus heilongjiangensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Rickettsia philipii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Arthrobacter sp. Rue61a,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Klebsiella michiganensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus phage BCD7,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Cronobacter condimenti,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Streptomyces pratensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Mesotoga prima,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Lactobacillus hokkaidonensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Gilliamella apicola,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Planococcus halocryophilus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Clostridium bornimense,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Salimicrobium jeotgali,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Sodalis praecaptivus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Campylobacter iguaniorum,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Endolissoclinum faulkneri,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Planktomarina temperata,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Adoxophyes honmai entomopoxvirus 'L',centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,bacterium L21-Spi-D4,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Cycloclasticus zancles,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Formosa sp. Hel1_33_131,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Calothrix sp. 336/3,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Exiguobacterium sp. MH3,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Staphylococcus phage phiRS7,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Tachikawaea gelatinosa,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Geosporobacter ferrireducens,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methanosarcina sp. WH1,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Sediminicola sp. YIK13,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Klebsiella quasipneumoniae,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Nonlabens sp. MIC269,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Arthrobacter sp. PAMC 25486,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Rickettsiales bacterium Ac37b,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Sphingobacterium sp. ML3W,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Methylopumilus planktonicus,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Methylopumilus turicensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Fusobacterium hwasookii,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Geminocystis sp. NIES-3709,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Erwinia gerundensis,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Chania multitudinisentens,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Methylophilus sp. TWE2,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus glycinifermentans,centrifuge
0,8.25E-06,12,S. saprophyticus - S. pyogenes,90.0/10.0,Chryseobacterium sp. IHB B 10212,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Candidatus Thioglobus autotrophicus,centrifuge
0,3.57E-05,52,S. saprophyticus - S. pyogenes,90.0/10.0,Turicibacter sp. H121,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Algibacter alginolytica,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Kurthia sp. 11kri321,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Thalassotalea sp. LPB0090,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Polaribacter vadi,centrifuge
0,2.75E-06,4,S. saprophyticus - S. pyogenes,90.0/10.0,Gemella sp. oral taxon 928,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Leptotrichia sp. oral taxon 847,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acinetobacter sp. BRTC-1,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Erysipelotrichaceae bacterium I46,centrifuge
0,2.06E-06,3,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus sp. FJAT-14266,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Acidovorax sp. RAC01,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Exiguobacterium sp. U13-1,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Streptococcus himalayensis,centrifuge
0,1.37E-06,2,S. saprophyticus - S. pyogenes,90.0/10.0,Sulfolobus sp. A20,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Bacillus sp. ABP14,centrifuge
0,6.87E-07,1,S. saprophyticus - S. pyogenes,90.0/10.0,Spiroplasma sp. TU-14,centrifuge
0.969338,0.942194359,508719,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus saprophyticus,centrifuge
0.0175214,0.013603615,7345,S. saprophyticus - S. pyogenes,99.0/1.0,Streptococcus pyogenes,centrifuge
0.00816792,0.016118756,8703,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus aureus,centrifuge
0.00329048,0.012933158,6983,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus equorum,centrifuge
0.000814044,0.003618988,1954,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus epidermidis,centrifuge
0.000330656,0.000401904,217,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus sp. AntiMn-1,centrifuge
0.000220343,1.85E-06,1,S. saprophyticus - S. pyogenes,99.0/1.0,Streptococcus phage T12,centrifuge
7.50E-05,0.006223029,3360,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus xylosus,centrifuge
5.79E-05,0.000568592,307,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus warneri,centrifuge
5.15E-05,0.000592669,320,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus pseudintermedius,centrifuge
3.54E-05,0.000133351,72,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus simulans,centrifuge
2.19E-05,0.001224233,661,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus pasteuri,centrifuge
1.26E-05,7.41E-06,4,S. saprophyticus - S. pyogenes,99.0/1.0,Macrococcus caseolyticus,centrifuge
1.12E-05,3.70E-06,2,S. saprophyticus - S. pyogenes,99.0/1.0,Lactococcus piscium,centrifuge
1.08E-05,0.000105569,57,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus carnosus,centrifuge
1.07E-05,3.89E-05,21,S. saprophyticus - S. pyogenes,99.0/1.0,Turicibacter sp. H121,centrifuge
1.06E-05,3.15E-05,17,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus condimenti,centrifuge
8.80E-06,7.41E-05,40,S. saprophyticus - S. pyogenes,99.0/1.0,Staphylococcus lugdunensis,centrifuge
